__run_id,__done,sampling,llm,code,Time,TOTAL_DRAM_ENERGY (J),TOTAL_PACKAGE_ENERGY (J),TOTAL_PP0_ENERGY (J),TOTAL_MEMORY,TOTAL_SWAP,AVG_USED_MEMORY,AVG_USED_SWAP,TOTAL_ENERGY (J)
run_0_repetition_0,DONE,200,code-millenials-34b_temp_0.0,4,178.719,199420737.491,115923004.569,0,404335509504.0,0.0,27008506970.387,0.0,5057.695
run_1_repetition_0,DONE,200,code-millenials-34b_temp_0.0,61,135.695,153546956.41,92084030.172,0,404335509504.0,0.0,27008934966.212,0.0,4356.295
run_2_repetition_0,DONE,200,code-millenials-34b_temp_0.0,79,167.716,192422854.894,118748743.332,0,404335509504.0,0.0,27009963656.533,0.0,5406.416
run_3_repetition_0,DONE,200,code-millenials-34b_temp_0.0,63,176.521,205148383.933,130495232.005,0,404335509504.0,0.0,27009640883.548,0.0,4987.694
run_4_repetition_0,DONE,200,code-millenials-34b_temp_0.0,90,194.126,228124235.074,149573862.372,0,404335509504.0,0.0,27012909140.28,0.0,5294.471
run_5_repetition_0,DONE,200,code-millenials-34b_temp_0.0,53,152.107,181307640.877,122123599.74,0,404335509504.0,0.0,27011232921.197,0.0,5063.344
run_6_repetition_0,DONE,200,code-millenials-34b_temp_0.0,66,149.706,180863426.775,124646410.152,0,404335509504.0,0.0,27013897459.029,0.0,4739.17
run_7_repetition_0,DONE,200,code-millenials-34b_temp_0.0,52,172.716,210971150.648,148810230.11,0,404335509504.0,0.0,27017154967.232,0.0,4830.004
run_8_repetition_0,DONE,200,code-millenials-34b_temp_0.0,16,173.523,214419257.787,154829938.994,0,404335509504.0,0.0,27050486497.657,0.0,5283.856
run_9_repetition_0,DONE,200,speechless-codellama-34b_temp_0.0,4,138.899,173833014.354,128124343.133,0,404335509504.0,0.0,27014224654.713,0.0,4278.626
run_10_repetition_0,DONE,200,speechless-codellama-34b_temp_0.0,61,155.107,195912942.146,147197987.455,0,404335509504.0,0.0,27013011474.45,0.0,4000.118
run_11_repetition_0,DONE,200,speechless-codellama-34b_temp_0.0,79,169.716,216359327.853,165843993.296,0,404335509504.0,0.0,27014140834.033,0.0,4829.059
run_12_repetition_0,DONE,200,speechless-codellama-34b_temp_0.0,63,99.468,127850849.027,99682027.902,0,404335509504.0,0.0,27015309554.148,0.0,2610.245
run_13_repetition_0,DONE,200,speechless-codellama-34b_temp_0.0,90,166.71,216071616.108,171136649.773,0,404335509504.0,0.0,27017781630.62,0.0,5545.275
run_14_repetition_0,DONE,200,speechless-codellama-34b_temp_0.0,53,162.514,108289260.914,171999507.854,0,404335509504.0,0.0,27016256278.015,0.0,5149.704
run_15_repetition_0,DONE,200,speechless-codellama-34b_temp_0.0,66,157.71,2467623.134,171731731.609,0,404335509504.0,0.0,27016720254.38,0.0,4873.744
run_16_repetition_0,DONE,200,speechless-codellama-34b_temp_0.0,52,174.917,5959284.657,196201031.012,0,404335509504.0,0.0,27022347408.95,0.0,5828.519
run_17_repetition_0,DONE,200,speechless-codellama-34b_temp_0.0,16,195.532,10733556.046,226356481.56,0,404335509504.0,0.0,27055758226.174,0.0,6318.73
run_18_repetition_0,DONE,200,wizardcoder-33b-1.1_temp_0.0,4,169.119,12453294.735,201721592.79,0,404335509504.0,0.0,27019769640.803,0.0,5560.87
run_19_repetition_0,DONE,200,wizardcoder-33b-1.1_temp_0.0,61,249.364,23985281.52,307206613.932,0,404335509504.0,0.0,27019414206.359,0.0,8229.133
run_20_repetition_0,DONE,200,wizardcoder-33b-1.1_temp_0.0,79,173.121,20802526.098,220502385.832,0,404335509504.0,0.0,27017575493.684,0.0,5770.262
run_21_repetition_0,TODO,200,wizardcoder-33b-1.1_temp_0.0,63, , , , , , , , , 
run_22_repetition_0,DONE,200,wizardcoder-33b-1.1_temp_0.0,90,185.735,29481459.475,6384122.878,0,404335509504.0,0.0,27017968043.217,0.0,6148.874
run_23_repetition_0,DONE,200,wizardcoder-33b-1.1_temp_0.0,53,153.099,27176963.181,10382204.043,0,404335509504.0,0.0,27016454902.321,0.0,5024.292
run_24_repetition_0,DONE,200,wizardcoder-33b-1.1_temp_0.0,66,150.307,29299828.745,14818325.809,0,404335509504.0,0.0,27019070465.36,0.0,4985.742
run_25_repetition_0,DONE,200,wizardcoder-33b-1.1_temp_0.0,52,174.921,37379913.624,22971889.777,0,404335509504.0,0.0,27024268395.543,0.0,5866.344
run_26_repetition_0,DONE,200,wizardcoder-33b-1.1_temp_0.0,16,173.92,40664338.147,28875171.066,0,404335509504.0,0.0,27057120924.951,0.0,5814.4
run_0_repetition_1,DONE,200,code-millenials-34b_temp_0.0,4,179.121,45517749.724,36028788.124,0,404335509504.0,0.0,27021351882.346,0.0,5904.928
run_1_repetition_1,DONE,200,code-millenials-34b_temp_0.0,61,137.495,37346413.548,31992766.447,0,404335509504.0,0.0,27020971788.261,0.0,4552.672
run_2_repetition_1,DONE,200,code-millenials-34b_temp_0.0,79,165.318,47523628.313,43363331.048,0,404335509504.0,0.0,27008225784.58,0.0,5293.158
run_3_repetition_1,DONE,200,code-millenials-34b_temp_0.0,63,178.325,54757164.767,52843075.75,0,404335509504.0,0.0,26996627692.219,0.0,5944.592
run_4_repetition_1,DONE,200,code-millenials-34b_temp_0.0,90,193.336,63110031.036,64098093.128,0,404335509504.0,0.0,26999372647.669,0.0,6169.641
run_5_repetition_1,DONE,200,code-millenials-34b_temp_0.0,53,151.099,52106812.813,55157095.863,0,404335509504.0,0.0,26998121405.717,0.0,4411.685
run_6_repetition_1,DONE,200,code-millenials-34b_temp_0.0,66,149.099,53040208.257,58353793.515,0,404335509504.0,0.0,26998816077.108,0.0,4038.358
run_7_repetition_1,DONE,200,code-millenials-34b_temp_0.0,52,176.315,64627693.142,73869017.678,0,404335509504.0,0.0,27003756428.032,0.0,5358.273
run_8_repetition_1,DONE,200,code-millenials-34b_temp_0.0,16,195.735,75706867.858,89002015.025,0,404335509504.0,0.0,27036436525.976,0.0,6435.771
run_9_repetition_1,DONE,200,speechless-codellama-34b_temp_0.0,4,140.095,56324888.342,68037631.472,0,404335509504.0,0.0,26999910516.695,0.0,3591.052
run_10_repetition_1,DONE,200,speechless-codellama-34b_temp_0.0,61,155.501,63920280.405,79402648.887,0,404335509504.0,0.0,26999336455.23,0.0,4545.847
run_11_repetition_1,DONE,200,speechless-codellama-34b_temp_0.0,79,165.707,70164684.623,89281780.992,0,404335509504.0,0.0,27000222105.6,0.0,4241.443
run_12_repetition_1,DONE,200,speechless-codellama-34b_temp_0.0,63,98.868,42701617.712,55575834.657,0,404335509504.0,0.0,27000831347.613,0.0,2532.0
run_13_repetition_1,DONE,200,speechless-codellama-34b_temp_0.0,90,165.512,72656604.801,96636690.643,0,404335509504.0,0.0,27004759530.384,0.0,4252.419
run_14_repetition_1,DONE,200,speechless-codellama-34b_temp_0.0,53,151.904,68520804.633,92955763.69,0,404335509504.0,0.0,27002138548.647,0.0,4428.945
run_15_repetition_1,DONE,200,speechless-codellama-34b_temp_0.0,66,157.11,72868953.414,100522334.981,0,404335509504.0,0.0,27003246537.352,0.0,4967.965
run_16_repetition_1,DONE,200,speechless-codellama-34b_temp_0.0,52,175.122,84274225.235,117612913.74,0,404335509504.0,0.0,27008661314.846,0.0,5620.521
run_17_repetition_1,DONE,200,speechless-codellama-34b_temp_0.0,16,173.116,86423140.74,122036860.302,0,404335509504.0,0.0,27041779329.329,0.0,4974.207
run_18_repetition_1,DONE,200,wizardcoder-33b-1.1_temp_0.0,4,169.913,86559646.216,124582093.984,0,404335509504.0,0.0,27008291754.566,0.0,4398.878
run_19_repetition_1,DONE,200,wizardcoder-33b-1.1_temp_0.0,61,249.763,131033368.265,191883010.837,0,404335509504.0,0.0,27006483025.101,0.0,7966.466
run_20_repetition_1,DONE,200,wizardcoder-33b-1.1_temp_0.0,79,173.317,94179982.337,139761440.535,0,404335509504.0,0.0,27007628693.825,0.0,4528.165
run_21_repetition_1,DONE,200,wizardcoder-33b-1.1_temp_0.0,63,212.948,119110234.31,178937494.39,0,404335509504.0,0.0,36987842890.447,0.0,6985.5
run_22_repetition_1,DONE,200,wizardcoder-33b-1.1_temp_0.0,90,185.324,108026414.184,162911604.196,0,404335509504.0,0.0,27011296216.276,0.0,6177.245
run_23_repetition_1,DONE,200,wizardcoder-33b-1.1_temp_0.0,53,152.506,91838325.752,139202957.532,0,404335509504.0,0.0,27009961860.691,0.0,5008.795
run_24_repetition_1,DONE,200,wizardcoder-33b-1.1_temp_0.0,66,150.101,92751667.19,141439554.524,0,404335509504.0,0.0,27011314971.234,0.0,4686.418
run_25_repetition_1,DONE,200,wizardcoder-33b-1.1_temp_0.0,52,173.314,109771182.738,168535254.81,0,404335509504.0,0.0,27016779591.963,0.0,5356.148
run_26_repetition_1,DONE,200,wizardcoder-33b-1.1_temp_0.0,16,174.924,114104381.553,175987854.791,0,404335509504.0,0.0,27055055862.648,0.0,5700.217
run_0_repetition_2,DONE,200,code-millenials-34b_temp_0.0,4,178.723,119891863.796,185825630.195,0,404335509504.0,0.0,27015691862.382,0.0,5673.262
run_1_repetition_2,DONE,200,code-millenials-34b_temp_0.0,61,135.692,93021782.708,145146763.762,0,404335509504.0,0.0,27016271902.118,0.0,3505.412
run_2_repetition_2,DONE,200,code-millenials-34b_temp_0.0,79,166.514,115959732.065,182474518.887,0,404335509504.0,0.0,27014512934.676,0.0,5222.784
run_3_repetition_2,DONE,200,code-millenials-34b_temp_0.0,63,178.725,127843280.572,201851061.248,0,404335509504.0,0.0,27016874732.264,0.0,5878.17
run_4_repetition_2,DONE,200,code-millenials-34b_temp_0.0,90,192.13,140523949.055,223306608.284,0,404335509504.0,0.0,27020027784.782,0.0,5055.122
run_5_repetition_2,DONE,200,code-millenials-34b_temp_0.0,53,150.102,111462826.646,178791531.322,0,404335509504.0,0.0,27018678462.638,0.0,3918.932
run_6_repetition_2,DONE,200,code-millenials-34b_temp_0.0,66,149.904,112854821.609,182457131.003,0,404335509504.0,0.0,27017853241.609,0.0,4505.88
run_7_repetition_2,DONE,200,code-millenials-34b_temp_0.0,52,172.917,132401523.549,215369469.233,0,404335509504.0,0.0,27024052157.783,0.0,4498.252
run_8_repetition_2,DONE,200,code-millenials-34b_temp_0.0,16,173.923,135657377.064,221981914.997,0,404335509504.0,0.0,27056624937.442,0.0,5715.127
run_9_repetition_2,TODO,200,speechless-codellama-34b_temp_0.0,4, , , , , , , , , 
run_10_repetition_2,DONE,200,speechless-codellama-34b_temp_0.0,61,154.303,125609073.988,3781546.546,0,404335509504.0,0.0,27021202584.342,0.0,4333.11
run_11_repetition_2,DONE,200,speechless-codellama-34b_temp_0.0,79,169.716,140051595.974,8842142.289,0,404335509504.0,0.0,27020311954.372,0.0,4552.393
run_12_repetition_2,DONE,200,speechless-codellama-34b_temp_0.0,63,99.467,83304008.789,7643556.407,0,404335509504.0,0.0,27021718571.094,0.0,3264.501
run_13_repetition_2,DONE,200,speechless-codellama-34b_temp_0.0,90,166.91,142206167.323,17390367.891,0,404335509504.0,0.0,27023673961.34,0.0,5479.016
run_14_repetition_2,DONE,200,speechless-codellama-34b_temp_0.0,53,152.703,132973287.353,20810090.995,0,404335509504.0,0.0,27023102540.967,0.0,5096.523
run_15_repetition_2,DONE,200,speechless-codellama-34b_temp_0.0,66,155.707,138006479.317,25837160.737,0,404335509504.0,0.0,27023194600.369,0.0,4324.79
run_16_repetition_2,DONE,200,speechless-codellama-34b_temp_0.0,52,173.116,155168297.033,33455211.665,0,404335509504.0,0.0,27030820946.676,0.0,4530.37
run_17_repetition_2,DONE,200,speechless-codellama-34b_temp_0.0,16,173.117,156873418.912,38285715.221,0,404335509504.0,0.0,27062970979.802,0.0,4458.111
run_18_repetition_2,DONE,200,wizardcoder-33b-1.1_temp_0.0,4,170.513,156176833.792,42433401.028,0,404335509504.0,0.0,27029666362.754,0.0,4398.207
run_19_repetition_2,DONE,200,wizardcoder-33b-1.1_temp_0.0,61,250.367,233490973.895,71436584.544,0,404335509504.0,0.0,27027777815.496,0.0,8206.553
run_20_repetition_2,DONE,200,wizardcoder-33b-1.1_temp_0.0,79,168.712,160781061.345,54557930.639,0,404335509504.0,0.0,27029980464.17,0.0,4784.312
run_21_repetition_2,DONE,200,wizardcoder-33b-1.1_temp_0.0,63,209.945,202886193.623,74551853.017,0,404335509504.0,0.0,36878994314.108,0.0,5464.143
run_22_repetition_2,DONE,200,wizardcoder-33b-1.1_temp_0.0,90,184.725,180685440.108,71378363.56,0,404335509504.0,0.0,27031541469.959,0.0,4761.428
run_23_repetition_2,DONE,200,wizardcoder-33b-1.1_temp_0.0,53,149.1,147515770.782,61765113.662,0,404335509504.0,0.0,27029620925.173,0.0,3975.314
run_24_repetition_2,DONE,200,wizardcoder-33b-1.1_temp_0.0,66,150.499,150849752.572,66468328.655,0,404335509504.0,0.0,27031190085.263,0.0,4917.404
run_25_repetition_2,DONE,200,wizardcoder-33b-1.1_temp_0.0,52,174.313,177745287.446,82480463.372,0,404335509504.0,0.0,27036520438.616,0.0,5619.731
run_26_repetition_2,DONE,200,wizardcoder-33b-1.1_temp_0.0,16,173.723,180386920.628,88027261.01,0,404335509504.0,0.0,27068856640.147,0.0,5587.851
run_0_repetition_3,DONE,200,code-millenials-34b_temp_0.0,4,179.716,189686185.676,96977680.155,0,404335509504.0,0.0,27032565268.48,0.0,5492.298
run_1_repetition_3,DONE,200,code-millenials-34b_temp_0.0,61,137.49,147460825.227,78449254.218,0,404335509504.0,0.0,27031779218.02,0.0,4375.714
run_2_repetition_3,DONE,200,code-millenials-34b_temp_0.0,79,166.509,180972739.541,99785138.026,0,404335509504.0,0.0,27035261055.693,0.0,5129.231
run_3_repetition_3,DONE,200,code-millenials-34b_temp_0.0,63,180.924,200095240.78,114547912.634,0,404335509504.0,0.0,27035956963.179,0.0,6016.303
run_4_repetition_3,DONE,200,code-millenials-34b_temp_0.0,90,194.732,219225634.029,130234667.335,0,404335509504.0,0.0,27039264196.661,0.0,6230.108
run_5_repetition_3,DONE,200,code-millenials-34b_temp_0.0,53,150.699,172808623.936,106024255.918,0,404335509504.0,0.0,27037859856.275,0.0,5046.148
run_6_repetition_3,DONE,200,code-millenials-34b_temp_0.0,66,150.105,174270307.091,109856495.748,0,404335509504.0,0.0,27039007079.489,0.0,3978.658
run_7_repetition_3,DONE,200,code-millenials-34b_temp_0.0,52,174.115,204659901.764,132585152.071,0,404335509504.0,0.0,27044110725.872,0.0,5836.365
run_8_repetition_3,DONE,200,code-millenials-34b_temp_0.0,16,178.32,213157800.522,141949980.511,0,404335509504.0,0.0,27077120504.546,0.0,5434.819
run_9_repetition_3,DONE,200,speechless-codellama-34b_temp_0.0,4,141.295,171023789.126,116690799.069,0,404335509504.0,0.0,27039638256.09,0.0,4534.796
run_10_repetition_3,DONE,200,speechless-codellama-34b_temp_0.0,61,153.902,188220107.273,131263295.494,0,404335509504.0,0.0,27039463692.285,0.0,3979.157
run_11_repetition_3,DONE,200,speechless-codellama-34b_temp_0.0,79,168.514,207636835.141,148157389.811,0,404335509504.0,0.0,27040101764.246,0.0,4400.504
run_12_repetition_3,DONE,200,speechless-codellama-34b_temp_0.0,63,99.463,123872814.545,90070951.008,0,404335509504.0,0.0,27040512316.024,0.0,3326.894
run_13_repetition_3,DONE,200,speechless-codellama-34b_temp_0.0,90,166.92,210179792.206,155521738.311,0,404335509504.0,0.0,27043440463.617,0.0,5532.229
run_14_repetition_3,DONE,200,speechless-codellama-34b_temp_0.0,53,155.709,198685797.409,149910679.657,0,404335509504.0,0.0,27042217894.728,0.0,4833.844
run_15_repetition_3,DONE,200,speechless-codellama-34b_temp_0.0,66,156.909,202309302.524,155524858.203,0,404335509504.0,0.0,27042377430.962,0.0,4077.748
run_16_repetition_3,DONE,200,speechless-codellama-34b_temp_0.0,52,172.517,224076739.322,175624735.823,0,404335509504.0,0.0,27047819728.593,0.0,4499.072
run_17_repetition_3,DONE,200,speechless-codellama-34b_temp_0.0,16,195.336,166635331.927,204714948.788,0,404335509504.0,0.0,27080726444.237,0.0,5745.237
run_18_repetition_3,DONE,200,wizardcoder-33b-1.1_temp_0.0,4,173.31,3096724.705,187748234.255,0,404335509504.0,0.0,27046072494.599,0.0,5414.7
run_19_repetition_3,DONE,200,wizardcoder-33b-1.1_temp_0.0,61,249.162,8830521.076,278821763.946,0,404335509504.0,0.0,27044732435.298,0.0,7679.721
run_20_repetition_3,DONE,200,wizardcoder-33b-1.1_temp_0.0,79,176.718,9549341.403,204470318.526,0,404335509504.0,0.0,27044752144.488,0.0,4598.621
run_21_repetition_3,DONE,200,wizardcoder-33b-1.1_temp_0.0,63,226.951,16161505.085,270485663.078,0,404335509504.0,0.0,37439264627.38,0.0,6940.053
run_22_repetition_3,DONE,200,wizardcoder-33b-1.1_temp_0.0,90,184.527,16016272.738,226390808.371,0,404335509504.0,0.0,27049120936.45,0.0,5384.526
run_23_repetition_3,DONE,200,wizardcoder-33b-1.1_temp_0.0,53,155.7,16342950.156,196241776.492,0,404335509504.0,0.0,27047738236.718,0.0,5228.67
run_24_repetition_3,DONE,200,wizardcoder-33b-1.1_temp_0.0,66,150.301,18425246.726,194085545.224,0,404335509504.0,0.0,27048859982.534,0.0,4641.198
run_25_repetition_3,TODO,200,wizardcoder-33b-1.1_temp_0.0,52, , , , , , , , , 
run_26_repetition_3,DONE,200,wizardcoder-33b-1.1_temp_0.0,16,172.72,24946265.051,5830100.494,0,404335509504.0,0.0,27088344574.224,0.0,4488.973
run_0_repetition_4,DONE,200,code-millenials-34b_temp_0.0,4,179.526,28286462.47,11479524.184,0,404335509504.0,0.0,27054057419.604,0.0,5637.197
run_1_repetition_4,DONE,200,code-millenials-34b_temp_0.0,61,137.093,23591076.79,12784130.751,0,404335509504.0,0.0,27055032805.916,0.0,3556.324
run_2_repetition_4,DONE,200,code-millenials-34b_temp_0.0,79,166.114,30695987.423,20065568.76,0,404335509504.0,0.0,27056146505.846,0.0,5391.593
run_3_repetition_4,DONE,200,code-millenials-34b_temp_0.0,63,177.318,35741974.49,27083395.208,0,404335509504.0,0.0,27059088697.658,0.0,5336.04
run_4_repetition_4,DONE,200,code-millenials-34b_temp_0.0,90,193.331,41891448.522,35772434.82,0,404335509504.0,0.0,27061720453.289,0.0,5037.168
run_5_repetition_4,DONE,200,code-millenials-34b_temp_0.0,53,153.5,35543258.884,33169665.468,0,404335509504.0,0.0,27057204891.131,0.0,5125.2
run_6_repetition_4,DONE,200,code-millenials-34b_temp_0.0,66,149.898,37159315.172,36858013.066,0,404335509504.0,0.0,27056696378.631,0.0,4289.178
run_7_repetition_4,DONE,200,code-millenials-34b_temp_0.0,52,173.115,45160428.053,47518079.215,0,404335509504.0,0.0,27062475623.64,0.0,4902.754
run_8_repetition_4,DONE,200,code-millenials-34b_temp_0.0,16,196.534,54576779.509,60500109.815,0,404335509504.0,0.0,27095489502.699,0.0,6334.646
run_9_repetition_4,DONE,200,speechless-codellama-34b_temp_0.0,4,139.896,41375263.932,47645265.94,0,404335509504.0,0.0,27059487935.361,0.0,4441.724
run_10_repetition_4,DONE,200,speechless-codellama-34b_temp_0.0,61,155.511,48378701.058,57447389.67,0,404335509504.0,0.0,27058727082.886,0.0,5154.006
run_11_repetition_4,DONE,200,speechless-codellama-34b_temp_0.0,79,170.316,56220384.676,68455649.833,0,404335509504.0,0.0,27059908665.623,0.0,5614.52
run_12_repetition_4,DONE,200,speechless-codellama-34b_temp_0.0,63,98.669,33934678.175,42282763.155,0,404335509504.0,0.0,27061247900.703,0.0,2530.855
run_13_repetition_4,DONE,200,speechless-codellama-34b_temp_0.0,90,165.916,59150752.917,75237717.523,0,404335509504.0,0.0,27063603278.864,0.0,5497.042
run_14_repetition_4,DONE,200,speechless-codellama-34b_temp_0.0,53,156.308,58004957.454,75496973.992,0,404335509504.0,0.0,27062180559.285,0.0,4041.375
run_15_repetition_4,DONE,200,speechless-codellama-34b_temp_0.0,66,157.712,60469663.544,80547855.69,0,404335509504.0,0.0,27062677260.314,0.0,5034.732
run_16_repetition_4,DONE,200,speechless-codellama-34b_temp_0.0,52,171.914,68381505.115,92911142.812,0,404335509504.0,0.0,27068283515.094,0.0,4578.515
run_17_repetition_4,DONE,200,speechless-codellama-34b_temp_0.0,16,175.922,72813534.643,100672875.073,0,404335509504.0,0.0,27103349863.446,0.0,5859.156
run_18_repetition_4,DONE,200,wizardcoder-33b-1.1_temp_0.0,4,173.109,75221904.672,105106724.193,0,404335509504.0,0.0,27065682555.423,0.0,5815.873
run_19_repetition_4,DONE,200,wizardcoder-33b-1.1_temp_0.0,61,246.968,112132860.167,159201531.583,0,404335509504.0,0.0,27065526218.977,0.0,6827.096
run_20_repetition_4,DONE,200,wizardcoder-33b-1.1_temp_0.0,79,167.313,78369356.56,113614356.433,0,404335509504.0,0.0,27066165028.048,0.0,4611.192
run_21_repetition_4,DONE,200,wizardcoder-33b-1.1_temp_0.0,63,210.343,101229147.657,149401918.046,0,404335509504.0,0.0,37050948733.447,0.0,5765.413
run_22_repetition_4,DONE,200,wizardcoder-33b-1.1_temp_0.0,90,183.526,90444365.547,136141312.132,0,404335509504.0,0.0,27069489281.254,0.0,4784.043
run_23_repetition_4,DONE,200,wizardcoder-33b-1.1_temp_0.0,53,152.505,76698538.001,117372558.827,0,404335509504.0,0.0,27068335254.115,0.0,3954.844
run_24_repetition_4,DONE,200,wizardcoder-33b-1.1_temp_0.0,66,148.702,76228294.923,118254843.797,0,404335509504.0,0.0,27067973577.02,0.0,4338.133
run_25_repetition_4,DONE,200,wizardcoder-33b-1.1_temp_0.0,52,173.323,91762654.746,143204816.252,0,404335509504.0,0.0,27074461738.47,0.0,5399.291
run_26_repetition_4,DONE,200,wizardcoder-33b-1.1_temp_0.0,16,173.922,95134659.11,149400460.262,0,404335509504.0,0.0,27107635091.839,0.0,5798.649
run_0_repetition_5,DONE,200,code-millenials-34b_temp_0.0,4,174.918,98523415.174,155848808.315,0,404335509504.0,0.0,27071580333.005,0.0,4676.015
run_1_repetition_5,DONE,200,code-millenials-34b_temp_0.0,61,136.293,78106794.794,125049439.694,0,404335509504.0,0.0,27071708338.413,0.0,3535.983
run_2_repetition_5,DONE,200,code-millenials-34b_temp_0.0,79,172.11,100839304.852,162661712.757,0,404335509504.0,0.0,27073116834.747,0.0,5624.301
run_3_repetition_5,DONE,200,code-millenials-34b_temp_0.0,63,178.522,107853409.591,174702777.029,0,404335509504.0,0.0,27073829115.991,0.0,5688.329
